Re,Im,IPR
0.4,1.95,0.6282602644342007
0.4,2.0,0.6377231980008247
0.4,2.05,0.6466906305900036
0.4,2.1,0.6551992327193732
0.4,2.15,0.6632882681307888
0.4,2.2,0.6709955489368009
0.4,2.25,0.678354397858528
0.4,2.3,0.6853938146004163
0.4,2.35,0.6921388697673774
0.4,2.4,0.698610580373581
0.4,2.45,0.704825864734397
0.4,2.5,0.7107986210199067
0.45,0.0,0.0009182006962114924
0.45,0.05,0.0009159289506491146
0.45,0.1,0.0009098518255278851
0.45,0.15,0.0009029721273343193
0.45,0.2,0.0009000226046471715
0.45,0.25,0.000902788595114038
0.45,0.3,0.0009138797286763626
0.45,0.35,0.0009354077156693652
0.45,0.4,0.0009690849792275307
0.45,0.45,0.0010203677093992215
0.45,0.5,0.0010835564475174218
0.45,0.55,0.0011556620291027504
0.45,0.6,0.0012375862647251077
0.45,0.65,0.0013363195843177883
0.45,0.7,0.0014632671049059284
0.45,0.75,0.0016418368018174172
0.45,0.8,0.001937756406833068
0.45,0.85,0.0025714152727364117
0.45,0.9,0.04674802285979838
0.45,0.95,0.15441591114095307
0.45,1.0,0.22254714819268592
0.45,1.05,0.27461857849871074
0.45,1.1,0.31661781983462706
0.45,1.15,0.35250141732614537
0.45,1.2,0.3839653429586477
0.45,1.25,0.41204844086561704
0.45,1.3,0.43732955076907004
0.45,1.35,0.4602845778821848
0.45,1.4,0.4812503334194757
0.45,1.45,0.5004675928874058
0.45,1.5,0.5181752688853034
0.45,1.55,0.5345587475156378
0.45,1.6,0.5497151690820996
0.45,1.65,0.5638228186086702
0.45,1.7,0.5769625149718771
0.45,1.75,0.5892662440162457
0.45,1.8,0.6008480567784078
0.45,1.85,0.6117799247114788
0.45,1.9,0.622098634218849
0.45,1.95,0.6318661444376416
0.45,2.0,0.6411148568274244
0.45,2.05,0.6499042640808502
0.45,2.1,0.6582409421218649
0.45,2.15,0.6661683912701422
0.45,2.2,0.6737245920782374
0.45,2.25,0.680942158276277
0.45,2.3,0.6878497157884799
0.45,2.35,0.6944727158554846
0.45,2.4,0.7008325595832321
0.45,2.45,0.7069448654898942
0.45,2.5,0.7128211647955649
0.5,0.0,0.0009767392996778404
0.5,0.05,0.0009737837004352879
0.5,0.1,0.0009658833953975593
0.5,0.15,0.0009562213186050941
0.5,0.2,0.0009510391115986757
0.5,0.25,0.0009538345968067242
0.5,0.3,0.000963314052854807
0.5,0.35,0.0009845330228674723
0.5,0.4,0.0010197369402072736
0.5,0.45,0.001071637702884456
0.5,0.5,0.0011433922672679946
0.5,0.55,0.001226581030534431
0.5,0.6,0.0013196348545810057
0.5,0.65,0.0014324945863668948
0.5,0.7,0.0015841452701094091
0.5,0.75,0.0018116022399988984
0.5,0.8,0.002260683693026191
0.5,0.85,0.0037991211862295152
0.5,0.9,0.11106954614735985
0.5,0.95,0.1875028556008556
0.5,1.0,0.24485744068048493
0.5,1.05,0.2923451117765057
0.5,1.1,0.3322759564174126
0.5,1.15,0.36663308962007307
0.5,1.2,0.39672135088002286
0.5,1.25,0.42356117597768494
0.5,1.3,0.44777526307566307
0.5,1.35,0.4697859588485152
0.5,1.4,0.4899056474708111
0.5,1.45,0.5083841681607417
0.5,1.5,0.5254321067330138
0.5,1.55,0.5412113353368383
0.5,1.6,0.5558577004673478
0.5,1.65,0.5694994973759622
0.5,1.7,0.5822421945228808
0.5,1.75,0.5941879064184573
0.5,1.8,0.6054441479315492
0.5,1.85,0.616095523265842
0.5,1.9,0.6261497712253961
0.5,1.95,0.6356628338711083
0.5,2.0,0.6446877743148183
0.5,2.05,0.6532666968605807
0.5,2.1,0.6614177421592562
0.5,2.15,0.6691757827034741
0.5,2.2,0.6765751819849951
0.5,2.25,0.683646295178204
0.5,2.3,0.6904164520156255
0.5,2.35,0.6969118226017019
0.5,2.4,0.7031566373792527
0.5,2.45,0.7091647780673473
0.5,2.5,0.7149427589453055
0.55,0.0,0.0010436494844864848
0.55,0.05,0.0010397640742481696
0.55,0.1,0.0010293361694953497
0.55,0.15,0.001016320748366659
0.55,0.2,0.0010080692204130657
0.55,0.25,0.0010100632840041187
0.55,0.3,0.0010197219003209841
0.55,0.35,0.0010404065971286903
0.55,0.4,0.0010773931809251267
0.55,0.45,0.001135130235057582
0.55,0.5,0.0012154133341316176
0.55,0.55,0.0013178189828430668
0.55,0.6,0.001431018149465995
0.55,0.65,0.001565708363921487
0.55,0.7,0.0017599386442232919
0.55,0.75,0.0020933206539368336
0.55,0.8,0.0028432313962219375
0.55,0.85,0.06774539769289768
0.55,0.9,0.15974951124234463
0.55,0.95,0.22015611718851824
0.55,1.0,0.2691890648306429
0.55,1.05,0.311095580771782
0.55,1.1,0.3478699215046857
0.55,1.15,0.38045718023114133
0.55,1.2,0.409214965107658
0.55,1.25,0.43490228338767223
0.55,1.3,0.4581159944267835
0.55,1.35,0.4792333063925071
0.55,1.4,0.49855346045576954
0.55,1.45,0.5163230019117542
0.55,1.5,0.5327370166254534
0.55,1.55,0.5479505805515581
0.55,1.6,0.5620970612298057
0.55,1.65,0.5752949318972378
0.55,1.7,0.5876481024308461
0.55,1.75,0.5992503853368369
0.55,1.8,0.6101934405508835
0.55,1.85,0.6205415053012883
0.55,1.9,0.6303255214581747
0.55,1.95,0.6395929203500695
0.55,2.0,0.648389713253931
0.55,2.05,0.6567526414532693
0.55,2.1,0.664710850025836
0.55,2.15,0.6722945205073092
0.55,2.2,0.6795334924706732
0.55,2.25,0.6864549676717386
0.55,2.3,0.693083493226828
0.55,2.35,0.6994437041749736
0.55,2.4,0.7055704687391331
0.55,2.45,0.7114760871494042
0.55,2.5,0.7171537521976065
0.6,0.0,0.0011215054134097859
0.6,0.05,0.0011163976464297974
0.6,0.1,0.0011023348818143888
0.6,0.15,0.001085546712191816
0.6,0.2,0.0010735229219145303
0.6,0.25,0.0010737182901428464
0.6,0.3,0.0010850164978624117
0.6,0.35,0.0011061349929460795
0.6,0.4,0.0011455032078085635
0.6,0.45,0.001212282156894558
0.6,0.5,0.0013064357798601143
0.6,0.55,0.0014358178976604254
0.6,0.6,0.0015878721063719574
0.6,0.65,0.001762458774374261
0.6,0.7,0.00203629743161809
0.6,0.75,0.0026460516711552034
0.6,0.8,0.014214271214274357
0.6,0.85,0.132510420338299
0.6,0.9,0.1980722385764784
0.6,0.95,0.24998172955675965
0.6,1.0,0.2934252656084179
0.6,1.05,0.3313252057009483
0.6,1.1,0.36476444308124845
0.6,1.15,0.3947462590763429
0.6,1.2,0.4217600340072413
0.6,1.25,0.44621285869703636
0.6,1.3,0.468428890135332
0.6,1.35,0.4886676077522737
0.6,1.4,0.5072047799184132
0.6,1.45,0.5242839638697326
0.6,1.5,0.5400848097419749
0.6,1.55,0.5547520955207684
0.6,1.6,0.5684125728367005
0.6,1.65,0.5811786411158821
0.6,1.7,0.5931491422747964
0.6,1.75,0.604410549088042
0.6,1.8,0.6150368781756882
0.6,1.85,0.6250843393993548
0.6,1.9,0.6345967580921574
0.6,1.95,0.643616981707246
0.6,2.0,0.6521853484863386
0.6,2.05,0.6603368582547042
0.6,2.1,0.6681021556041327
0.6,2.15,0.6755099569038243
0.6,2.2,0.6825873262208086
0.6,2.25,0.6893589781029235
0.6,2.3,0.6958470236467234
0.6,2.35,0.7020714133368183
0.6,2.4,0.7080761759872694
0.6,2.45,0.713874891338298
0.6,2.5,0.719446389575557
0.65,0.0,0.001213806706608473
0.65,0.05,0.0012068717362653143
0.65,0.1,0.0011887345857730398
0.65,0.15,0.0011670290197445183
0.65,0.2,0.0011518401297223684
0.65,0.25,0.0011501319649660717
0.65,0.3,0.0011640151641488
0.65,0.35,0.0011887754397482749
0.65,0.4,0.001233846613294482
0.65,0.45,0.0013095097922202093
0.65,0.5,0.001422307091702318
0.65,0.55,0.0015888116338639542
0.65,0.6,0.001819501645800327
0.65,0.65,0.0020940908220831453
0.65,0.7,0.002559461825449316
0.65,0.75,0.00491124309736425
0.65,0.8,0.11631341572574577
0.65,0.85,0.18476923151813338
0.65,0.9,0.23511437902949303
0.65,0.95,0.27832737773657096
0.65,1.0,0.3167623901477639
0.65,1.05,0.3512406027454136
0.65,1.1,0.38205914458571594
0.65,1.15,0.40987814264491135
0.65,1.2,0.4350124366750657
0.65,1.25,0.4579233360170258
0.65,1.3,0.47890650989940753
0.65,1.35,0.49817171861906484
0.65,1.4,0.5158944997697278
0.65,1.45,0.5322854628037577
0.65,1.5,0.5474813731391958
0.65,1.55,0.5616115951642764
0.65,1.6,0.5747933345713765
0.65,1.65,0.5871321421231375
0.65,1.7,0.5987209334368322
0.65,1.75,0.6096376405826394
0.65,1.8,0.619946706455993
0.65,1.85,0.6297006902330268
0.65,1.9,0.6389443218013184
0.65,1.95,0.6477183811198376
0.65,2.0,0.6560601346652893
0.65,2.05,0.6640028999410256
0.65,2.1,0.6715766111412573
0.65,2.15,0.6788087525251045
0.65,2.2,0.6857247238310182
0.65,2.25,0.6923478822722374
0.65,2.3,0.6987000338735713
0.65,2.35,0.7048037283812714
0.65,2.4,0.7106850974732292
0.65,2.45,0.7163547891710041
0.65,2.5,0.72181213767846
0.7,0.0,0.0013254473440731521
0.7,0.05,0.0013156531485704144
0.7,0.1,0.001291218192296454
0.7,0.15,0.0012647946443476703
0.7,0.2,0.001248238997129241
0.7,0.25,0.0012487966385360426
0.7,0.3,0.0012673772397245565
0.7,0.35,0.0013004983253990866
0.7,0.4,0.0013537298777788831
0.7,0.45,0.0014479982402413993
0.7,0.5,0.0015785958831122866
0.7,0.55,0.0017820188953742062
0.7,0.6,0.0021411945058441586
0.7,0.65,0.0028040257738174406
0.7,0.7,0.004436308202324293
0.7,0.75,0.10634770951400332
0.7,0.8,0.17462838382278761
0.7,0.85,0.22672454751627724
0.7,0.9,0.2694831139999084
0.7,0.95,0.306379980564933
0.7,1.0,0.34001938824783384
0.7,1.05,0.37100379070176054
0.7,1.1,0.3992438691056149
0.7,1.15,0.4249641646552219
0.7,1.2,0.44851251404281905
0.7,1.25,0.4700474446019783
0.7,1.3,0.4898037084256986
0.7,1.35,0.5079603051399562
0.7,1.4,0.5247577909990434
0.7,1.45,0.5403907879518627
0.7,1.5,0.5549547747622445
0.7,1.55,0.5685400192528324
0.7,1.6,0.5812389090535577
0.7,1.65,0.5931468397724248
0.7,1.7,0.6043517714505757
0.7,1.75,0.614921971528872
0.7,1.8,0.6249147616989283
0.7,1.85,0.6343785824303216
0.7,1.9,0.6433560212137498
0.7,1.95,0.6518857319071799
0.7,2.0,0.6600027296034209
0.7,2.05,0.6677385638102424
0.7,2.1,0.6751218368257796
0.7,2.15,0.6821787543020529
0.7,2.2,0.6889334325558495
0.7,2.25,0.6954081252073643
0.7,2.3,0.7016236870563027
0.7,2.35,0.7076001049019135
0.7,2.4,0.7133550161144561
0.7,2.45,0.7188995328976144
0.7,2.5,0.7242405567678334
0.75,0.0,0.0014643748365222083
0.75,0.05,0.0014494662591796785
0.75,0.1,0.0014153475358359496
0.75,0.15,0.0013844252960357123
0.75,0.2,0.0013690728910181527
0.75,0.25,0.001376935615292694
0.75,0.3,0.0014090238484213537
0.75,0.35,0.001465075675053524
0.75,0.4,0.0015372754633417307
0.75,0.45,0.0016509373033959777
0.75,0.5,0.0018152031810125889
0.75,0.55,0.0020909338311922016
0.75,0.6,0.002650766604419033
0.75,0.65,0.004969402481517367
0.75,0.7,0.11488971353361892
0.75,0.75,0.17457635593469398
0.75,0.8,0.2229802723434205
0.75,0.85,0.264740480585638
0.75,0.9,0.30131642411528287
0.75,0.95,0.333845992048656
0.75,1.0,0.36333208894055913
0.75,1.05,0.3907854762831406
0.75,1.1,0.41634225709074774
0.75,1.15,0.4400321158761741
0.75,1.2,0.46194889656402427
0.75,1.25,0.4821020056127464
0.75,1.3,0.5007158730114436
0.75,1.35,0.5179346609530836
0.75,1.4,0.5339066204173782
0.75,1.45,0.5487670252339225
0.75,1.5,0.5626191372722935
0.75,1.55,0.5755915869661502
0.75,1.6,0.5877664346014473
0.75,1.65,0.5992278272923743
0.75,1.7,0.6100419354232413
0.75,1.75,0.6202614866565948
0.75,1.8,0.6299373113691503
0.75,1.85,0.6391117967028738
0.75,1.9,0.6478240812280175
0.75,1.95,0.6561105984640085
0.75,2.0,0.664004087783089
0.75,2.05,0.6715340669240649
0.75,2.1,0.6787274779618621
0.75,2.15,0.6856091605393368
0.75,2.2,0.6922019702749772
