re,im,χ
-4.2,1.74,1.4800630618946917
-4.2,1.76,1.4829039256675285
-4.2,1.78,1.4840366793579403
-4.2,1.8,1.4867962927335265
-4.2,1.82,1.4916416940813029
-4.2,1.84,1.4922161045554658
-4.2,1.86,1.4937304673495717
-4.2,1.88,1.4951739204498387
-4.2,1.9,1.4989252199376604
-4.2,1.92,1.5022710074293888
-4.2,1.94,1.503083634128162
-4.2,1.96,1.5044918602176174
-4.2,1.98,1.5068881755791617
-4.2,2.0,1.5110261305783301
-4.2,2.02,1.512946063498245
-4.2,2.04,1.5124162628581974
-4.2,2.06,1.5162991322844865
-4.2,2.08,1.518639518581202
-4.2,2.1,1.5219850533593595
-4.2,2.12,1.5194063109436609
-4.2,2.14,1.5247339237369522
-4.2,2.16,1.5270348475156288
-4.2,2.18,1.5294251753527874
-4.2,2.2,1.5323246435650697
-4.2,2.22,1.5332240472774044
-4.2,2.24,1.5369184711864812
-4.2,2.26,1.5407920708043568
-4.2,2.28,1.5447089078993275
-4.2,2.3,1.5447501897348104
-4.2,2.32,1.5475053970930193
-4.2,2.34,1.5484209271945377
-4.2,2.36,1.5499886419156113
-4.2,2.38,1.5552951541636209
-4.2,2.4,1.5557973013603725
-4.2,2.42,1.5579531135792979
-4.2,2.44,1.5614670902533623
-4.2,2.46,1.5651581859788746
-4.2,2.48,1.5664787035899221
-4.2,2.5,1.5685629661353664
-4.2,2.52,1.5705773313688405
-4.2,2.54,1.5754636775595878
-4.2,2.56,1.577039995847294
-4.2,2.58,1.578347325101495
-4.2,2.6,1.5806928367066628
-4.2,2.62,1.5839953214522966
-4.2,2.64,1.5840890063588775
-4.2,2.66,1.5868429158649786
-4.2,2.68,1.591306928453999
-4.2,2.7,1.591808181698144
-4.2,2.72,1.5964183365193196
-4.2,2.74,1.597117512136745
-4.2,2.76,1.6005710138361435
-4.2,2.78,1.6036489703958152
-4.2,2.8,1.6056794973844752
-4.2,2.82,1.6067686927350675
-4.2,2.84,1.6131248123500308
-4.2,2.86,1.613020635781291
-4.2,2.88,1.6152484482302478
-4.2,2.9,1.6189469465470867
-4.2,2.92,1.6210261759959959
-4.2,2.94,1.6229149895442767
-4.2,2.96,1.6268156316312323
-4.2,2.98,1.6281041762845923
-4.2,3.0,1.6307967126556617
-4.2,3.02,1.6324979567894629
-4.18,-3.02,1.6295901223403195
-4.18,-3.0,1.626937346454283
-4.18,-2.98,1.6258957895464723
-4.18,-2.96,1.6226806769075688
-4.18,-2.94,1.620832781602148
-4.18,-2.92,1.6178121985322145
-4.18,-2.9,1.615308435902736
-4.18,-2.88,1.6129855559161619
-4.18,-2.86,1.6099710656079647
-4.18,-2.84,1.605985833830135
-4.18,-2.82,1.6039143691154318
-4.18,-2.8,1.6032108292023555
-4.18,-2.78,1.5996643072733425
-4.18,-2.76,1.5996272011803483
-4.18,-2.74,1.5927359070343317
-4.18,-2.72,1.593054519899534
-4.18,-2.7,1.5886019344695717
-4.18,-2.68,1.5872678963994613
-4.18,-2.66,1.5861019223034816
-4.18,-2.64,1.5829706843495437
-4.18,-2.62,1.5795307646034176
-4.18,-2.6,1.5767300143030094
-4.18,-2.58,1.5760859015750215
-4.18,-2.56,1.5727197963978716
-4.18,-2.54,1.570727051589521
-4.18,-2.52,1.570157746528484
-4.18,-2.5,1.5639177636233919
-4.18,-2.48,1.5610755678959944
-4.18,-2.46,1.560855599786776
-4.18,-2.44,1.5564764333646794
-4.18,-2.42,1.555413078185156
-4.18,-2.4,1.5536373542270856
-4.18,-2.38,1.5506440517231392
-4.18,-2.36,1.5474163395619016
-4.18,-2.34,1.5459824575023322
-4.18,-2.32,1.5438342985713354
-4.18,-2.3,1.542255458272548
-4.18,-2.28,1.5371281586206365
-4.18,-2.26,1.534816412071255
-4.18,-2.24,1.5333659856637287
-4.18,-2.22,1.5314372785937638
-4.18,-2.2,1.5286057600687322
-4.18,-2.18,1.5288618540384167
-4.18,-2.16,1.5230883139270637
-4.18,-2.14,1.5216219311916543
-4.18,-2.12,1.519354634630917
-4.18,-2.1,1.5178305705365442
-4.18,-2.08,1.5142736941377548
-4.18,-2.06,1.5112218988973671
-4.18,-2.04,1.5095838014835221
-4.18,-2.02,1.5098972532439205
-4.18,-2.0,1.5024240273191554
-4.18,-1.98,1.502282229014926
-4.18,-1.96,1.5014599753931432
-4.18,-1.94,1.497741343953151
-4.18,-1.92,1.495625043184901
-4.18,-1.9,1.4938989848581445
-4.18,-1.88,1.4923364476029726
-4.18,-1.86,1.490561288445512
-4.18,-1.84,1.4868987392350883
-4.18,-1.82,1.4848709134492222
-4.18,-1.8,1.4837198167551644
-4.18,-1.78,1.4814269271602223
-4.18,-1.76,1.4781954437657219
-4.18,-1.74,1.4738842291923655
-4.18,-1.72,1.4738595977526903
-4.18,-1.7,1.4719261879178778
-4.18,-1.68,1.4708197432929278
-4.18,-1.66,1.467830506636927
-4.18,-1.64,1.4664520960503589
-4.18,-1.62,1.463625524312229
-4.18,-1.6,1.4615550798367019
-4.18,-1.58,1.4592755778160171
-4.18,-1.56,1.459185030432709
-4.18,-1.54,1.4535885859527276
-4.18,-1.52,1.4537069945700751
-4.18,-1.5,1.4499549345633076
-4.18,-1.48,1.4493427352929211
-4.18,-1.46,1.4464042693775934
-4.18,-1.44,1.4434381366934823
-4.18,-1.42,1.442871758847867
-4.18,-1.4,1.4411634736792942
-4.18,-1.38,1.4385511012499808
-4.18,-1.36,1.4390728891680005
-4.18,-1.34,1.4373216028573306
-4.18,-1.32,1.4333324084458063
-4.18,-1.3,1.4336090515018138
-4.18,-1.28,1.4316891974973553
-4.18,-1.26,1.4287346576124482
-4.18,-1.24,1.4265746634956895
-4.18,-1.22,1.4263340211138185
-4.18,-1.2,1.4218551414503593
-4.18,-1.18,1.4215218625238997
-4.18,-1.16,1.4172962240411289
-4.18,-1.14,1.4179478006176491
-4.18,-1.12,1.41726036298707
-4.18,-1.1,1.4159033885081607
-4.18,-1.08,1.4127132944756335
-4.18,-1.06,1.4113212340985175
-4.18,-1.04,1.4125418299548522
-4.18,-1.02,1.4095385118037371
-4.18,-1.0,1.4062713310804236
-4.18,-0.98,1.4070874898125152
-4.18,-0.96,1.404075923350653
-4.18,-0.94,1.4020550308386137
-4.18,-0.92,1.400789331577781
-4.18,-0.9,1.401156189221969
-4.18,-0.88,1.3983487778382773
-4.18,-0.86,1.3961734256336022
-4.18,-0.84,1.3961224883962429
-4.18,-0.82,1.3954377381226442
-4.18,-0.8,1.3927778450234019
-4.18,-0.78,1.3909361921031058
-4.18,-0.76,1.3913983616065015
-4.18,-0.74,1.390097969277853
-4.18,-0.72,1.388550144552639
-4.18,-0.7,1.3870168504302853
-4.18,-0.68,1.3863585660321762
-4.18,-0.66,1.385613171529963
-4.18,-0.64,1.384613370912451
-4.18,-0.62,1.384169714755944
-4.18,-0.6,1.3831565508256747
-4.18,-0.58,1.3786089578451457
-4.18,-0.56,1.380677780299036
-4.18,-0.54,1.3802489357899843
-4.18,-0.52,1.3769782824729038
-4.18,-0.5,1.3780755022359803
-4.18,-0.48,1.3754858579536717
-4.18,-0.46,1.373438070070279
-4.18,-0.44,1.3758563969388644
-4.18,-0.42,1.3747171783480523
-4.18,-0.4,1.3744839797696382
-4.18,-0.38,1.372307240119737
-4.18,-0.36,1.372518252553345
-4.18,-0.34,1.3724743618758974
-4.18,-0.32,1.371253016985366
-4.18,-0.3,1.371664785772746
-4.18,-0.28,1.370060989726385
-4.18,-0.26,1.3683427598606068
-4.18,-0.24,1.3724273210675246
-4.18,-0.22,1.370029050851277
-4.18,-0.2,1.3682757908021483
-4.18,-0.18,1.369199173033119
-4.18,-0.16,1.3685968370211774
-4.18,-0.14,1.3667725058834206
-4.18,-0.12,1.3694857665945794
-4.18,-0.1,1.3683509533292713
-4.18,-0.08,1.3674726020202765
-4.18,-0.06,1.3661930741445694
-4.18,-0.04,1.3681335299388913
-4.18,-0.02,1.3680723583885803
-4.18,0.0,1.3665663725262909
-4.18,0.02,1.3677224524498177
-4.18,0.04,1.3664432068800243
-4.18,0.06,1.3689513187659308
-4.18,0.08,1.368577484909794
-4.18,0.1,1.369504039615026
-4.18,0.12,1.3699505614875618
-4.18,0.14,1.369002437226684
-4.18,0.16,1.368352297405142
-4.18,0.18,1.36997750546075
-4.18,0.2,1.3667267617098207
-4.18,0.22,1.3688844257288724
-4.18,0.24,1.3700225838642226
-4.18,0.26,1.370820189945471
-4.18,0.28,1.3699640278833036
-4.18,0.3,1.3707495795391245
-4.18,0.32,1.3718832231698739
-4.18,0.34,1.3766823261346657
-4.18,0.36,1.3717129530404806
-4.18,0.38,1.3713117203417362
-4.18,0.4,1.3736667303886096
-4.18,0.42,1.3753084725312743
-4.18,0.44,1.373109329118711
-4.18,0.46,1.3763573324617926
-4.18,0.48,1.376157015132392
-4.18,0.5,1.37686584476053
-4.18,0.52,1.3786679791898548
-4.18,0.54,1.3809567935452653
-4.18,0.56,1.3798039297134024
-4.18,0.58,1.382540413631103
-4.18,0.6,1.3832715775654354
-4.18,0.62,1.383931988917115
-4.18,0.64,1.3844745354251682
-4.18,0.66,1.383151818211347
-4.18,0.68,1.383370560998265
-4.18,0.7,1.3879614821380386
-4.18,0.72,1.390127022691077
-4.18,0.74,1.3888219040979364
-4.18,0.76,1.3907483861679109
-4.18,0.78,1.389737456916689
-4.18,0.8,1.3934223328109665
-4.18,0.82,1.3966867157448741
-4.18,0.84,1.396990533500556
-4.18,0.86,1.3979358834526863
-4.18,0.88,1.3965059577575913
-4.18,0.9,1.4013763533269419
-4.18,0.92,1.4037383635610354
-4.18,0.94,1.405168943223457
-4.18,0.96,1.4079615148466185
-4.18,0.98,1.4054606475194638
-4.18,1.0,1.405707430207367
-4.18,1.02,1.4089607703710714
-4.18,1.04,1.4117267988708266
-4.18,1.06,1.4120363445272464
-4.18,1.08,1.4157863756351048
-4.18,1.1,1.4138883950566012
-4.18,1.12,1.416210892324326
-4.18,1.14,1.4194542684674103
-4.18,1.16,1.4210222011323848
-4.18,1.18,1.424346718072083
-4.18,1.2,1.421616224511132
-4.18,1.22,1.427067263826078
-4.18,1.24,1.428691970121581
-4.18,1.26,1.4288108470818388
-4.18,1.28,1.4316093339398739
-4.18,1.3,1.4321212189257613
-4.18,1.32,1.4360952330237813
-4.18,1.34,1.434988760485408
-4.18,1.36,1.4391378035982296
-4.18,1.38,1.442564714570494
-4.18,1.4,1.4415387939167075
-4.18,1.42,1.4422713804041358
-4.18,1.44,1.445449526440497
-4.18,1.46,1.4474073327386987
-4.18,1.48,1.4508238989353563
-4.18,1.5,1.4513111146054114
-4.18,1.52,1.4507132369648092
-4.18,1.54,1.4562062425166165
-4.18,1.56,1.457597498109972
-4.18,1.58,1.4594198075527933
-4.18,1.6,1.4623532957600804
-4.18,1.62,1.4626293493521747
-4.18,1.64,1.464553104656629
-4.18,1.66,1.4677939786702316
-4.18,1.68,1.470276569530919
-4.18,1.7,1.4722759775156276
-4.18,1.72,1.4742863421547878
-4.18,1.74,1.4768349527164497
-4.18,1.76,1.4770256944513278
-4.18,1.78,1.4820515869485598
-4.18,1.8,1.482540111747204
-4.18,1.82,1.4848470832508547
-4.18,1.84,1.4867225219986298
-4.18,1.86,1.4884380761460496
-4.18,1.88,1.4916900290615258
-4.18,1.9,1.4956019230796413
-4.18,1.92,1.4972554276768208
-4.18,1.94,1.497284627662053
-4.18,1.96,1.4998690944024289
-4.18,1.98,1.5032782923349617
-4.18,2.0,1.5059894440577415
-4.18,2.02,1.507871316357463
-4.18,2.04,1.5115773130640127
-4.18,2.06,1.512053987485697
-4.18,2.08,1.5149228692202983
-4.18,2.1,1.5180560860523473
-4.18,2.12,1.517881263823302
-4.18,2.14,1.5221394297428181
-4.18,2.16,1.5231513514947184
-4.18,2.18,1.5268092246608655
-4.18,2.2,1.5291656044129256
-4.18,2.22,1.5318728294435944
-4.18,2.24,1.5327921517895227
-4.18,2.26,1.5368582424262536
-4.18,2.28,1.5386044117319506
-4.18,2.3,1.5413573274923347
-4.18,2.32,1.5440697749466235
-4.18,2.34,1.544372409890918
-4.18,2.36,1.5493123437932081
-4.18,2.38,1.5500639113996213
-4.18,2.4,1.5539828444520942
-4.18,2.42,1.556129035392558
-4.18,2.44,1.5572615399468765
-4.18,2.46,1.561540369906818
-4.18,2.48,1.563207013387982
-4.18,2.5,1.5651007744568866
-4.18,2.52,1.5670989911232316
-4.18,2.54,1.568342998634263
-4.18,2.56,1.571787577348688
-4.18,2.58,1.573431803257138
-4.18,2.6,1.5794316453426818
-4.18,2.62,1.579058733343525
-4.18,2.64,1.5819206215749086
-4.18,2.66,1.5854429853856822
-4.18,2.68,1.5878235016778754
-4.18,2.7,1.5878910994903146
-4.18,2.72,1.5930500811710464
-4.18,2.74,1.596032651756517
-4.18,2.76,1.595100710232483
-4.18,2.78,1.6026961938856528
-4.18,2.8,1.601685718512192
-4.18,2.82,1.605440643433136
-4.18,2.84,1.6081365819535038
-4.18,2.86,1.6113184545489017
-4.18,2.88,1.6122259774906078
-4.18,2.9,1.6150229913812917
-4.18,2.92,1.617184867667062
-4.18,2.94,1.6211654300182816
-4.18,2.96,1.621151050657994
-4.18,2.98,1.6262487487067157
-4.18,3.0,1.6266700261123737
-4.18,3.02,1.6300637283979684
-4.16,-3.02,1.627845185906809
-4.16,-3.0,1.6246376972449743
-4.16,-2.98,1.6226127127268255
-4.16,-2.96,1.6183323481615581
-4.16,-2.94,1.617077548174442
-4.16,-2.92,1.6157531519703459
-4.16,-2.9,1.6112809763976408
-4.16,-2.88,1.607975973589897
-4.16,-2.86,1.6071315768210246
-4.16,-2.84,1.6043023791883917
-4.16,-2.82,1.5996393347590918
-4.16,-2.8,1.59847329454698
-4.16,-2.78,1.5970376802937678
-4.16,-2.76,1.5947666796647453
-4.16,-2.74,1.5929581561823318
-4.16,-2.72,1.5879370817088345
-4.16,-2.7,1.587130959438862
-4.16,-2.68,1.5839745927134055
-4.16,-2.66,1.58250907821003
-4.16,-2.64,1.5772378989054459
-4.16,-2.62,1.5764827213028754
-4.16,-2.6,1.5735375532443423
-4.16,-2.58,1.571033401652278
-4.16,-2.56,1.5683652400771686
-4.16,-2.54,1.5656233284007604
-4.16,-2.52,1.5622254826084032
-4.16,-2.5,1.5608457970114271
-4.16,-2.48,1.5583687458438054
-4.16,-2.46,1.5563179952025024
-4.16,-2.44,1.5542317734302453
-4.16,-2.42,1.5503871161019795
-4.16,-2.4,1.5490122839320601
-4.16,-2.38,1.5450362865286262
-4.16,-2.36,1.5467995730129114
-4.16,-2.34,1.543480988358066
-4.16,-2.32,1.5390168916109432
-4.16,-2.3,1.536707587561039
-4.16,-2.28,1.5348209386244733
-4.16,-2.26,1.5279122355231682
-4.16,-2.24,1.531417424776516
-4.16,-2.22,1.5272919562045413
-4.16,-2.2,1.525303880245943
-4.16,-2.18,1.521750385984191
-4.16,-2.16,1.5196591818796992
-4.16,-2.14,1.5172414653456263
-4.16,-2.12,1.5142889778593105
-4.16,-2.1,1.5139338447465136
-4.16,-2.08,1.5127031416913268
-4.16,-2.06,1.509548688682653
-4.16,-2.04,1.506224534555839
-4.16,-2.02,1.5038912758158849
-4.16,-2.0,1.501471342091381
-4.16,-1.98,1.4979624670906007
-4.16,-1.96,1.4964387293171892
-4.16,-1.94,1.495497830579744
-4.16,-1.92,1.492756722734776
-4.16,-1.9,1.4906088438733975
-4.16,-1.88,1.4886863644592674
-4.16,-1.86,1.484442158392243
-4.16,-1.84,1.4833920770579754
-4.16,-1.82,1.4818857153226346
-4.16,-1.8,1.4792474233023083
-4.16,-1.78,1.4779280503411196
-4.16,-1.76,1.4746006169429402
-4.16,-1.74,1.4709670524724003
-4.16,-1.72,1.4699268668844527
-4.16,-1.7,1.466548064737715
-4.16,-1.68,1.4662077124510549
-4.16,-1.66,1.4645305557188915
-4.16,-1.64,1.4605164153359749
-4.16,-1.62,1.4606415981258898
-4.16,-1.6,1.4580118437115974
-4.16,-1.58,1.453783389078435
-4.16,-1.56,1.4538145913359946
-4.16,-1.54,1.4491242760389524
-4.16,-1.52,1.4483862686768658
-4.16,-1.5,1.446317374144259
-4.16,-1.48,1.444181643526523
-4.16,-1.46,1.4442461781095237
-4.16,-1.44,1.4417067742470921
-4.16,-1.42,1.4386227692949016
-4.16,-1.4,1.4344189614545664
-4.16,-1.38,1.4332670615237264
-4.16,-1.36,1.4330209898677064
-4.16,-1.34,1.43225735959664
-4.16,-1.32,1.4307310050538447
-4.16,-1.3,1.429802125768199
-4.16,-1.28,1.4252552423099516
-4.16,-1.26,1.4225360839656993
-4.16,-1.24,1.4214454748376069
-4.16,-1.22,1.4202447998297154
-4.16,-1.2,1.4181021780349772
-4.16,-1.18,1.417729280085056
-4.16,-1.16,1.4167713737071241
-4.16,-1.14,1.4128315466613874
-4.16,-1.12,1.4126991888618547
-4.16,-1.1,1.4085140274644967
-4.16,-1.08,1.4089503124597116
-4.16,-1.06,1.4062869429901357
-4.16,-1.04,1.4049254681454
-4.16,-1.02,1.405727897049448
-4.16,-1.0,1.4007583558342283
-4.16,-0.98,1.3996889822194163
-4.16,-0.96,1.3979986575748733
-4.16,-0.94,1.398721862007748
-4.16,-0.92,1.396552634933831
-4.16,-0.9,1.395053047663325
-4.16,-0.88,1.3906380095279909
-4.16,-0.86,1.3902455248337897
-4.16,-0.84,1.3889822453071516
-4.16,-0.82,1.3901590972182285
-4.16,-0.8,1.3866307292709124
-4.16,-0.78,1.3864346971354267
-4.16,-0.76,1.384504013466828
-4.16,-0.74,1.3858631365306662
-4.16,-0.72,1.3801883453137693
-4.16,-0.7,1.3810738038854293
-4.16,-0.68,1.381343914340885
-4.16,-0.66,1.3794034510641962
-4.16,-0.64,1.3773074211154077
-4.16,-0.62,1.3772101497089961
-4.16,-0.6,1.3775323605263632
-4.16,-0.58,1.374710711578548
-4.16,-0.56,1.3758420536713099
-4.16,-0.54,1.3725247683548158
-4.16,-0.52,1.3742719011695668
-4.16,-0.5,1.372426243602619
-4.16,-0.48,1.3701814876544467
-4.16,-0.46,1.3698731210942157
-4.16,-0.44,1.3710803389162594
-4.16,-0.42,1.370768511360489
-4.16,-0.4,1.369559627060263
-4.16,-0.38,1.36837299228896
-4.16,-0.36,1.3678149663262713
-4.16,-0.34,1.3667942175002785
-4.16,-0.32,1.367533028307634
-4.16,-0.3,1.3670779519062763
-4.16,-0.28,1.3638017851189448
-4.16,-0.26,1.3655955496999599
-4.16,-0.24,1.3641259375266706
-4.16,-0.22,1.366507500128947
-4.16,-0.2,1.3612167678634608
-4.16,-0.18,1.361241098663162
-4.16,-0.16,1.3633438085253833
-4.16,-0.14,1.3640539956786963
-4.16,-0.12,1.3628261036393818
-4.16,-0.1,1.3617613688060914
-4.16,-0.08,1.364592004219719
-4.16,-0.06,1.3617744965133534
-4.16,-0.04,1.3625287326466298
-4.16,-0.02,1.3613845394990944
-4.16,0.0,1.3591996999914615
-4.16,0.02,1.3620676963196825
-4.16,0.04,1.3619680906196396
-4.16,0.06,1.3633967581497421
