X,Y
0.0,0.13063336290481145
0.6931471805599453,0.4272000148628917
1.0986122886681098,0.5337947961080062
1.3862943611198906,0.6355334750685211
1.6094379124341003,0.719034598534005
1.791759469228055,0.7726062895681322
1.9459101490553132,0.809293824179597
2.0794415416798357,0.8412608722851078
2.1972245773362196,0.8739766598394247
2.302585092994046,0.909840775805152
2.3978952727983707,0.9492500051249101
2.4849066497880004,0.9907921724763437
2.5649493574615367,1.0315549668062431
2.6390573296152584,1.0685680801852562
2.70805020110221,1.1001996853127116
2.772588722239781,1.126366262435804
2.833213344056216,1.1478914718107713
2.8903717578961645,1.1658422269660056
2.9444389791664403,1.1811805770811923
2.995732273553991,1.1946662608744634
3.044522437723423,1.206873218202613
3.091042453358316,1.2182359782310823
3.1354942159291497,1.2290922517749494
3.1780538303479458,1.239713368523296
3.2188758248682006,1.2503233544583794
3.258096538021482,1.2611094579388964
3.295836866004329,1.272226627635914
3.332204510175204,1.2837976963913946
3.367295829986474,1.295910551706874
3.4011973816621555,1.308613523229147
3.4339872044851463,1.3219104668058386
3.4657359027997265,1.335757326412769
3.4965075614664802,1.3500620610246041
3.5263605246161616,1.36468954112071
3.5553480614894135,1.379472216807776
3.58351893845611,1.394225976082863
3.6109179126442243,1.4087688270350165
3.6375861597263857,1.4229386407597364
3.6635616461296463,1.4366061188230144
3.6888794541139363,1.4496807482336436
3.713572066704308,1.4621099228098093
3.7376696182833684,1.4738732989616719
3.7612001156935624,1.4849750466593608
3.784189633918261,1.4954361407624286
3.8066624897703196,1.5052878842545232
3.828641396489095,1.5145670303232177
3.8501476017100584,1.5233123940154176
3.871201010907891,1.5315626653325842
3.8918202981106265,1.5393551171747961
3.912023005428146,1.5467249393181657
3.9318256327243257,1.5537049712602908
3.9512437185814275,1.5603256590644923
3.970291913552122,1.5666151150641394
3.9889840465642745,1.5725992135798512
4.007333185232471,1.5783016979486533
4.02535169073515,1.5837442983696899
4.04305126783455,1.5889468663319122
4.060443010546419,1.5939275267570032
4.07753744390572,1.5987028416146263
4.0943445622221,1.6032879741613502
4.110873864173311,1.6076968436679575
4.127134385045092,1.6119422641608514
4.143134726391533,1.6160360655392105
4.1588830833596715,1.619989200123355
4.174387269895637,1.6238118374454358
4.189654742026425,1.6275134513440568
4.204692619390966,1.6311028999607398
4.219507705176107,1.634588498394896
4.23410650459726,1.6379780818985994
4.248495242049359,1.641279057892868
4.2626798770413155,1.6444984461224956
4.276666119016055,1.6476429080118582
4.290459441148391,1.6507187682932456
4.30406509320417,1.6537320332319851
4.31748811353631,1.6566884104394601
4.330733340286331,1.659593334423033
4.343805421853684,1.6624520008870662
4.356708826689592,1.665269410680132
4.3694478524670215,1.6680504217914172
4.382026634673881,1.670799806174211
4.394449154672439,1.6735223066923044
4.406719247264253,1.6762226889043406
4.418840607796598,1.678905783245557
4.430816798843313,1.681576513346772
4.442651256490317,1.6842399091148326
4.454347296253507,1.6869011044063331
4.465908118654584,1.6895653205115784
4.477336814478207,1.6922378385861443
4.48863636973214,1.6949239646222656
4.499809670330265,1.6976289905355686
4.51085950651685,1.7003581544687847
4.5217885770490405,1.7031166026075932
4.532599493153256,1.7059093536379655
4.543294782270004,1.708741265818853
4.553876891600541,1.71161700574406
4.564348191467836,1.7145410172432602
4.574710978503383,1.7175174886646785
4.584967478670572,1.7205503169245484
4.59511985013459,1.723643067247951
4.605170185988092,1.7267989282484655
4.61512051684126,1.7300206629155186
4.624972813284271,1.7333105569956135
4.634728988229636,1.7366703670416168
4.6443908991413725,1.7401012711056818
4.653960350157523,1.7436038254035706
4.663439094112067,1.7471779303829116
4.672828834461906,1.7508228094367824
4.68213122712422,1.754537002953614
4.6913478822291435,1.7583183796563837
4.700480365792417,1.7621641661417298
4.709530201312334,1.7660709944328874
4.718498871295094,1.7700349661814834
4.727387818712341,1.774051731023516
4.736198448394496,1.7781165756508246
4.74493212836325,1.7822245194392692
4.7535901911063645,1.7863704120799222
4.762173934797756,1.7905490286081596
4.770684624465665,1.794755157538793
4.77912349311153,1.7989836784742963
4.787491742782046,1.8032296264178578
4.795790545596741,1.8074882411241584
4.804021044733257,1.811755000919244
4.812184355372417,1.8160256415198777
4.820281565605037,1.8202961613078488
4.8283137373023015,1.824562815226538
4.836281906951478,1.8288220999556122
4.844187086458591,1.8330707331846394
4.852030263919617,1.8373056297656496
4.859812404361672,1.8415238772498637
4.867534450455582,1.8457227128830067
4.875197323201151,1.8498995036188086
4.882801922586371,1.8540517301353945
4.890349128221754,1.8581769753018595
4.897839799950911,1.8622729170543495
4.90527477843843,1.8663373252483013
4.912654885736052,1.8703680618216503
4.919980925828125,1.8743630834543274
4.927253685157205,1.878320445924504
4.9344739331306915,1.882238309449985
4.941642422609304,1.8861149444696828
4.948759890378168,1.8899487374979786
4.955827057601261,1.893738196856066
4.962844630259907,1.8974819581923936
4.969813299576001,1.901178789760286
4.976733742420574,1.904827597396701
4.983606621708336,1.9084274290737853
4.990432586778736,1.91197747880101
4.997212273764115,1.9154770895522655
5.003946305945459,1.9189257548343985
5.0106352940962555,1.9223231184960063
5.017279836814924,1.9256689724273377
5.0238805208462765,1.9289632519115547
5.030437921392435,1.9322060285470444
5.0369526024136295,1.9353975008364475
5.043425116919247,1.938537982723587
5.049856007249537,1.941627890513139
5.056245805348308,1.9446677287267642
5.062595033026967,1.9476580755096378
5.0689042022202315,1.9505995682093433
5.075173815233827,1.9534928897114645
5.081404364984463,1.9563387560225156
5.087596335232384,1.9591379054801972
5.093750200806762,1.961891089840003
