re,im,fd
-3.914885977977979,-0.06703316532393773,0.11205636192189432
-3.806547248853571,0.754423121371505,0.14177227821227764
-3.6972963529616885,-0.1240660320098271,0.09952951857969963
-3.6460236743778593,0.8537588088404193,0.11059830476433977
-3.632099402275096,-0.5791541254898575,0.07168425102438285
-3.6078608723737786,-1.1530253522318934,0.12619339424283899
-3.5461523042921166,-0.1825887381051877,0.11785733580482406
-3.5059864002935863,0.08732436015987327,0.07972954401953375
-3.499341955291219,0.5267275480619412,0.06918456374608875
-3.485692990037658,0.8526435910772978,0.06211356105669786
-3.4639543286410133,-0.397494444777613,0.050202865768411487
-3.462072198163244,0.6501761424312683,0.13255589968140222
-3.4347234280484513,-0.001852801613007942,0.1851914062382623
-3.4344533394735697,-1.519047131770297,0.09500116969786235
-3.423741529025389,-0.0928087098648367,0.08441771529725714
-3.393525860530659,-0.6918902897958435,0.11799591688789421
-3.3750703967780993,-0.209419791445505,0.07343362156033881
-3.358207070526978,-0.8563401657740941,0.10634639252109901
-3.3258834310909715,0.29650407416686025,0.06774205305376862
-3.3257636441643097,-0.12510818111288294,0.10531586922308435
-3.3162844408339955,0.05559959330219209,0.08499089896937347
-3.3028406680642366,0.7788227465055649,0.06414139580055858
-3.2946358383847922,-0.7259054120762329,0.05112073382257203
-3.2727488916351755,0.5665961212175326,0.07630247860098331
-3.258299205554961,0.7141419023303802,0.1272155543246375
-3.256336810202865,1.590537500933024,0.08821430431432271
-3.255959991671524,-0.6805745372084026,0.07261761683107198
-3.2348788088615135,0.32296574589197924,0.051423973190300086
-3.22686305699417,-0.9111355635850871,0.0695581347332822
-3.2217391315077393,-0.0025803904834252552,0.030541509421208455
-3.213523481427934,1.1172115712273714,0.12869790259977276
-3.2106164733620033,-0.7664441096583573,0.02078814465005541
-3.2091112686817875,-1.1600963063057554,0.03877305401518581
-3.1952078602915286,-0.23044155940435934,0.03766975801238183
-3.157280553926761,1.1464600540859216,0.03360359057185176
-3.153263833740737,0.6171554558528446,0.12546289049476866
-3.150380237301574,0.015455118762236417,0.03830169893988648
-3.1433727345333486,1.0457222911678972,0.09039837336515819
-3.1392489860882953,0.21665791352983588,0.0676132526884379
-3.122362662271658,-0.022742891624920467,0.022959191698388857
-3.109429613592667,0.2893945019375072,0.15614964452419397
-3.096983607303914,0.16197418815844417,0.04390772685485373
-3.082864089310718,0.6144044120579655,0.0300768191916502
-3.0690755282588444,0.24558592813744046,0.03231576856601604
-3.043203472900447,-0.24598837614322977,0.032784386186731046
-3.0366721316108896,0.5659838566357277,0.08045564118833726
-3.031205260064551,-0.12618016124638762,0.054259542588692686
-2.98138517078403,-0.7540815142628716,0.08340831981811568
-2.980446657796321,-0.8088695282864375,0.09536943227567429
-2.9803855949558242,-1.193755950742069,0.036756101877579106
-2.972769252284375,-1.4357915309007148,0.08337229621311291
-2.971793164680346,-0.8955783252923919,0.11134163110545994
-2.961925691118424,-1.5504331386056291,0.12873032467784218
-2.9588656720329953,0.2608504085829124,0.13754524373152396
-2.9494934092356164,-0.5168460012098438,0.03835593170995301
-2.933934672948298,1.4485770361853647,0.04368072703250809
-2.9234869219947854,0.6897733142803029,0.0946688763138018
-2.9198362590786027,-1.3360256916079882,0.15268818121282823
-2.9170434780385226,-1.2785519221087296,0.09598976086637742
-2.9113786470250687,-0.014735322164795103,0.037136493286971994
-2.9040731948369345,1.1334039483043352,0.20845791881129103
-2.8952820981333773,0.6393153387424703,0.02704946195040821
-2.889319366303309,-0.844106190141954,0.14847345503737114
-2.889177416913532,0.21243672945934558,0.04751026434041485
-2.8598201596454262,1.2645757934534503,0.02720357231883917
-2.8572110492672844,-0.8396825208105969,0.07858580894336982
-2.854537379294482,-0.9115430159791256,0.05466845607596244
-2.853001536944613,0.32718054939949553,0.0722558333593887
-2.8424761256806867,-0.9602112660194397,0.04338685601297039
-2.8312667128168436,1.5140878499155561,0.11139743338052505
-2.8244942337317513,-1.2804741695197102,0.1063793988905792
-2.824416861850663,-1.2807196295897352,0.021329936525271646
-2.7999485412002114,-0.985241902037296,0.06402004841944593
-2.7991652757790337,-1.462621597113375,0.049285829869883446
-2.7933826176580276,-0.039201311031101804,0.10381777252790851
-2.792534252346483,-1.0596048568707785,0.13311681034081876
-2.78659115989286,1.660502588207285,0.04477889486090232
-2.7736410332325874,-0.6049342424335086,0.11099054775269393
-2.75666367360086,-1.8793016137840883,0.1154642180947963
-2.748102042049994,-0.12499189947902496,0.0864373926256666
-2.730403811415101,0.5109079594150042,0.18836738767876676
-2.719092570612811,1.7830516504025014,0.05532644556897551
-2.7083325760694694,0.3772351020060004,0.023498542212377224
-2.707424433907548,-0.8927995086956566,0.1255904828435149
-2.698393854255347,0.21772278791053912,0.045908334020138254
-2.696683998526954,0.5497955038878768,0.11345501136630277
-2.6889667068090115,1.3258944673293427,0.02449059160860656
-2.688442768883824,0.01918239362146334,0.06504743797090998
-2.6622307701452224,0.8801954417310118,0.07097454543957109
-2.655394140127992,1.1080471785405352,0.049651554726379665
-2.6540588030742946,0.9458093449594768,0.16013018586171007
-2.643079535945604,1.1153238336595022,0.06103831600772459
-2.639635926437432,0.2417471505465669,0.12467659587948864
-2.6308117998988454,0.8623519036081796,0.17807713656957483
-2.6137755127971256,-0.642547697753647,0.10168635917030326
-2.607346485004957,1.727611158181744,0.128543614031447
-2.5896512520868793,1.5730595490992982,0.0898189200151363
-2.589505616622778,2.0054953256765344,0.12158516357927945
-2.583311240504227,-1.3416937662479076,0.13183801125083935
-2.5805664111555506,-1.35347930089589,0.10109800117987791
-2.574961277117347,-0.40081878514605607,0.10860042565268307
-2.5702808741260283,2.0275430134877768,0.05070094353827406
-2.544620496059741,-1.4414539716370771,0.10190449436246968
-2.539596369096813,0.1839214881753112,0.11272898506064166
-2.5369224751809254,-1.8701852895306366,0.05060238352436709
-2.531994027984654,-1.3544764884569638,0.0630058994088658
-2.5292528396119445,0.2887766941057369,0.06098500039792074
-2.5190400268440465,0.20384832954082638,0.06991608977607026
-2.4740989368296593,-1.3065476833127923,0.14501683589424838
-2.46573709122462,-0.573107155986918,0.11382269128028649
-2.4650419914949877,-1.3754123413733461,0.039387884808925036
-2.460383849903509,0.7765789451382866,0.03608188837454918
-2.459942216765756,0.3180246960760457,0.16429172670932526
-2.44219945439755,-0.12511437498919817,0.18569431214013013
-2.4314137285405204,2.102960647772988,0.10076954526522258
-2.4289744338712635,-1.6000476115020141,0.15517800893876912
-2.4267535751281493,-0.38942739233202067,0.0504296900789857
-2.424054835561548,-0.9644395796414741,0.10461361968334985
-2.423962298489759,0.6685436134556797,0.06288611142491347
-2.410091198843991,-0.3177629327587766,0.08499263235368892
-2.4076299829606818,-0.8535999750431076,0.06477886925984029
-2.404251368149773,-1.3691054073087787,0.07044364328844976
-2.3985793609905617,-0.505131512936758,0.08606622999536943
