re,im,χ
-0.5,-0.13,0.43390157026791837
-0.5,-0.12,0.4344026650642456
-0.5,-0.11,0.4353020365533254
-0.5,-0.1,0.4365948485072576
-0.5,-0.09,0.43827131887244375
-0.5,-0.08,0.4403171347250557
-0.5,-0.07,0.44271408180891575
-0.5,-0.06,0.44544082267067914
-0.5,-0.05,0.44847374798955747
-0.5,-0.04,0.45178782853760985
-0.5,-0.03,0.45535740762464544
-0.5,-0.02,0.4591568916709361
-0.5,-0.01,0.46316131544367906
-0.5,0.0,0.4673467752248083
-0.5,0.01,0.4716907359190451
-0.5,0.02,0.4761722263637854
-0.5,0.03,0.4807719413012905
-0.5,0.04,0.4854722695310458
-0.5,0.05,0.49025726670176845
-0.5,0.06,0.49511258893833765
-0.5,0.07,0.5000254007268751
-0.5,0.08,0.5049842676709831
-0.5,0.09,0.5099790421613091
-0.5,0.1,0.5150007478013369
-0.5,0.11,0.5200414666429073
-0.5,0.12,0.5250942318850134
-0.5,0.13,0.5301529276322868
-0.5,0.14,0.5352121965361131
-0.5,0.15,0.5402673555946498
-0.5,0.16,0.5453143200157424
-0.5,0.17,0.5503495348055509
-0.5,0.18,0.5553699136004372
-0.5,0.19,0.5603727841823885
-0.5,0.2,0.5653558400885236
-0.5,0.21,0.5703170977270938
-0.5,0.22,0.5752548584345193
-0.5,0.23,0.5801676749425834
-0.5,0.24,0.5850543217656342
-0.5,0.25,0.5899137690613447
-0.5,0.26,0.5947451595620812
-0.5,0.27,0.5995477882161198
-0.5,0.28,0.6043210842171118
-0.5,0.29,0.6090645951369993
-0.5,0.3,0.6137779729103493
-0.5,0.31,0.6184609614480495
-0.5,0.32,0.6231133856850715
-0.5,0.33,0.6277351418904741
-0.5,0.34,0.6323261890889578
-0.5,0.35,0.6368865414616822
-0.5,0.36,0.6414162616103839
-0.5,0.37,0.6459154545829042
-0.5,0.38,0.6503842625709712
-0.5,0.39,0.654822860201799
-0.5,0.4,0.6592314503547556
-0.5,0.41,0.6636102604426823
-0.5,0.42,0.6679595391046959
-0.5,0.43,0.6722795532638326
-0.5,0.44,0.6765705855082877
-0.5,0.45,0.6808329317601228
-0.5,0.46,0.6850668991993714
-0.5,0.47,0.6892728044154005
-0.5,0.48,0.6934509717605567
-0.5,0.49,0.6976017318840604
-0.5,0.5,0.7017254204266656
-0.5,0.51,0.7058223768587143
-0.5,0.52,0.7098929434463572
-0.5,0.53,0.7139374643321863
-0.5,0.54,0.7179562847183435
-0.5,0.55,0.7219497501412205
-0.5,0.56,0.7259182058281662
-0.5,0.57,0.7298619961277942
-0.5,0.58,0.7337814640061041
-0.5,0.59,0.7376769506017654
-0.5,0.6,0.741548794834382
-0.5,0.61,0.7453973330603588
-0.5,0.62,0.7492228987715311
-0.5,0.63,0.7530258223321361
-0.5,0.64,0.7568064307502927
-0.5,0.65,0.760565047480423
-0.5,0.66,0.7643019922535553
-0.5,0.67,0.7680175809325819
-0.5,0.68,0.7717121253900455
-0.5,0.69,0.7753859334060704
-0.5,0.7,0.7790393085844445
-0.5,0.71,0.7826725502850136
-0.5,0.72,0.7862859535706311
-0.5,0.73,0.7898798091672475
-0.5,0.74,0.7934544034358241
-0.5,0.75,0.7970100183546122
-0.5,0.76,0.8005469315110579
-0.5,0.77,0.8040654161019738
-0.5,0.78,0.8075657409413203
-0.5,0.79,0.8110481704746659
-0.5,0.8,0.814512964799614
-0.5,0.81,0.817960379691575
-0.5,0.82,0.8213906666341514
-0.5,0.83,0.8248040728537965
-0.5,0.84,0.828200841358019
-0.5,0.85,0.8315812109768922
-0.5,0.86,0.8349454164072756
-0.5,0.87,0.8382936882595964
-0.5,0.88,0.8416262531066223
-0.5,0.89,0.8449433335341286
-0.5,0.9,0.8482451481930557
-0.5,0.91,0.8515319118530056
-0.5,0.92,0.8548038354567586
-0.5,0.93,0.8580611261756678
-0.5,0.94,0.8613039874658169
-0.5,0.95,0.8645326191245598
-0.5,0.96,0.8677472173476325
-0.5,0.97,0.8709479747862869
-0.5,0.98,0.8741350806047471
-0.5,0.99,0.8773087205375759
-0.5,1.0,0.8804690769469488
-0.5,1.01,0.8836163288798761
-0.5,1.02,0.8867506521250295
-0.5,1.03,0.8898722192693593
-0.5,1.04,0.8929811997543204
-0.5,1.05,0.8960777599316117
-0.5,1.06,0.8991620631185238
-0.5,1.07,0.9022342696526787
-0.5,1.08,0.9052945369462279
-0.5,1.09,0.9083430195395318
-0.5,1.1,0.9113798691541172
-0.5,1.11,0.9144052347449844
-0.5,1.12,0.9174192625523457
-0.5,1.13,0.9204220961525723
-0.5,1.14,0.9234138765084442
-0.5,1.15,0.9263947420187848
-0.5,1.16,0.9293648285671742
-0.5,1.17,0.9323242695701531
-0.5,1.18,0.9352731960244701
-0.5,1.19,0.9382117365537259
-0.5,1.2,0.9411400174542088
-0.5,1.21,0.944058162739987
-0.5,1.22,0.9469662941871865
-0.5,1.23,0.9498645313776616
-0.5,1.24,0.9527529917417504
-0.5,1.25,0.9556317906003919
-0.5,1.26,0.9585010412064507
-0.5,1.27,0.9613608547853144
-0.5,1.28,0.9642113405747693
-0.5,1.29,0.9670526058641253
-0.5,1.3,0.9698847560326317
-0.5,1.31,0.9727078945871904
-0.5,1.32,0.97552212319935
-0.5,1.33,0.9783275417415902
-0.5,1.34,0.9811242483229405
-0.5,1.35,0.9839123393239231
-0.5,1.36,0.9866919094307632
-0.5,1.37,0.9894630516690316
-0.5,1.38,0.9922258574365483
-0.5,1.39,0.9949804165357035
-0.5,1.4,0.9977268172050797
-0.5,1.41,1.0004651461505154
-0.5,1.42,1.0031954885755103
-0.5,1.43,1.005917928211052
-0.5,1.44,1.0086325473447937
-0.5,1.45,1.0113394268497364
-0.5,1.46,1.0140386462122448
-0.5,1.47,1.016730283559542
-0.5,1.48,1.0194144156866451
-0.5,1.49,1.0220911180827617
-0.5,1.5,1.0247604649570843
-0.5,1.51,1.0274225292641854
-0.5,1.52,1.030077382728754
-0.5,1.53,1.0327250958699188
-0.5,1.54,1.0353657380250454
-0.5,1.55,1.0379993773730012
-0.5,1.56,1.0406260809570316
-0.5,1.57,1.0432459147070545
-0.5,1.58,1.0458589434616152
-0.5,1.59,1.0484652309892413
-0.5,1.6,1.0510648400095008
-0.5,1.61,1.0536578322135157
-0.47,-0.51,0.5496016357527738
-0.47,-0.5,0.5445415646716265
-0.47,-0.49,0.5394715678043914
-0.47,-0.48,0.5343927040197837
-0.47,-0.47,0.5293061669854482
-0.47,-0.46,0.5242133043384923
-0.47,-0.45,0.519115639734602
-0.47,-0.44,0.5140148982155416
-0.47,-0.43,0.5089130354024654
-0.47,-0.42,0.5038122710999153
-0.47,-0.41,0.4987151279827375
-0.47,-0.4,0.4936244761358137
-0.47,-0.39,0.48854358432399336
-0.47,-0.38,0.48347617898476963
-0.47,-0.37,0.4784265120557663
-0.47,-0.36,0.4733994388660871
-0.47,-0.35,0.4684005074236652
-0.47,-0.34,0.4634360605025227
-0.47,-0.33,0.4585133519464574
-0.47,-0.32,0.45364067851819945
-0.47,-0.31,0.44882752837544865
-0.47,-0.3,0.44408474676118903
-0.47,-0.29,0.4394247186364557
-0.47,-0.28,0.4348615665979338
-0.47,-0.27,0.4304113603037803
-0.47,-0.26,0.42609233052538076
-0.47,-0.25,0.42192507657162626
-0.47,-0.24,0.41793274993635726
-0.47,-0.23,0.41414118945903755
-0.47,-0.22,0.4105789742166572
-0.47,-0.21,0.40727735049258235
-0.47,-0.2,0.4042699801165047
-0.47,-0.19,0.40159245212464906
-0.47,-0.18,0.3992815023601459
-0.47,-0.17,0.3973739016561819
-0.47,-0.16,0.39590500757688385
-0.47,-0.15,0.3949070292297748
-0.47,-0.14,0.39440712471399675
-0.47,-0.13,0.39442552232489486
-0.47,-0.12,0.39497390720615416
-0.47,-0.11,0.39605432035888766
-0.47,-0.1,0.39765876201767436
-0.47,-0.09,0.3997695819485506
-0.47,-0.08,0.40236060325630335
-0.47,-0.07,0.40539880410142576
-0.47,-0.06,0.40884630803278305
-0.47,-0.05,0.41266242292400435
-0.47,-0.04,0.4168055119547062
-0.47,-0.03,0.4212345539971755
-0.47,-0.02,0.425910329273147
-0.47,-0.01,0.4307962306839464
-0.47,0.0,0.4358587437017111
-0.47,0.01,0.44106765858938
-0.47,0.02,0.44639608307780365
-0.47,0.03,0.45182031772126285
-0.47,0.04,0.4573196453336212
-0.47,0.05,0.4628760738894967
-0.47,0.06,0.46847406119006313
-0.47,0.07,0.4741002403950079
-0.47,0.08,0.47974315842244236
-0.47,0.09,0.48539303404019163
-0.47,0.1,0.49104153887604174
-0.47,0.11,0.4966816021979502
-0.47,0.12,0.5023072388305476
-0.47,0.13,0.5079133987165496
-0.47,0.14,0.513495836197411
-0.47,0.15,0.5190509969287069
-0.47,0.16,0.5245759203581214
-0.47,0.17,0.5300681558052331
-0.47,0.18,0.5355256903461826
-0.47,0.19,0.5409468868913321
-0.47,0.2,0.5463304310321356
-0.47,0.21,0.5516752854131468
-0.47,0.22,0.5569806505508679
-0.47,0.23,0.5622459311701512
-0.47,0.24,0.5674707072605905
-0.47,0.25,0.5726547091706761
-0.47,0.26,0.5777977961568771
-0.47,0.27,0.5828999378907657
-0.47,0.28,0.5879611985007202
-0.47,0.29,0.5929817227872556
-0.47,0.3,0.5979617243045173
-0.47,0.31,0.6029014750457681
-0.47,0.32,0.6078012965092231
-0.47,0.33,0.6126615519531994
-0.47,0.34,0.6174826396774252
-0.47,0.35,0.622264987190799
-0.47,0.36,0.627009046145978
-0.47,0.37,0.6317152879380818
-0.47,0.38,0.6363841998794418
-0.47,0.39,0.6410162818744698
-0.47,0.4,0.6456120435293892
-0.47,0.41,0.6501720016404376
-0.47,0.42,0.6546966780118868
-0.47,0.43,0.6591865975617544
-0.47,0.44,0.6636422866788373
-0.47,0.45,0.6680642717992321
-0.47,0.46,0.6724530781750909
-0.47,0.47,0.6768092288115319
-0.47,0.48,0.6811332435509929
-0.47,0.49,0.6854256382868421
-0.47,0.5,0.6896869242903672
-0.47,0.51,0.6939176076373754
-0.47,0.52,0.6981181887221278
-0.47,0.53,0.7022891618481798
-0.47,0.54,0.7064310148866164
-0.47,0.55,0.7105442289936488
-0.47,0.56,0.7146292783802476
-0.47,0.57,0.7186866301276461
-0.47,0.58,0.72271674404296
-0.47,0.59,0.7267200725501669
-0.47,0.6,0.7306970606120387
-0.47,0.61,0.7346481456791786
-0.47,0.62,0.7385737576629071
-0.47,0.63,0.742474318928834
-0.47,0.64,0.7463502443086605
-0.47,0.65,0.7502019411277506
-0.47,0.66,0.7540298092464509
-0.47,0.67,0.7578342411133366
-0.47,0.68,0.7616156218287565
-0.47,0.69,0.7653743292172204
-0.47,0.7,0.7691107339073683
-0.47,0.71,0.7728251994184261
-0.47,0.72,0.7765180822521227
-0.47,0.73,0.7801897319891359
-0.47,0.74,0.7838404913893823
-0.47,0.75,0.7874706964954057
-0.47,0.76,0.7910806767381633
-0.47,0.77,0.794670755044879
-0.47,0.78,0.7982412479482629
-0.47,0.79,0.8017924656967584
-0.47,0.8,0.8053247123655631
-0.47,0.81,0.808838285967818
-0.47,0.82,0.8123334785659537
-0.47,0.83,0.8158105763827668
-0.47,0.84,0.8192698599120961
-0.47,0.85,0.8227116040288044
-0.47,0.86,0.8261360780980278
-0.47,0.87,0.8295435460834206
-0.47,0.88,0.8329342666543307
-0.47,0.89,0.8363084932917857
-0.47,0.9,0.8396664743932296
-0.47,0.91,0.84300845337583
-0.47,0.92,0.8463346687783967
-0.47,0.93,0.849645354361792
-0.47,0.94,0.8529407392078563
-0.47,0.95,0.8562210478166488
-0.47,0.96,0.8594865002022448
-0.47,0.97,0.8627373119867345
-0.47,0.98,0.8659736944927373
-0.47,0.99,0.869195854834143
-0.47,1.0,0.8724039960053048
-0.47,1.01,0.8755983169684713
-0.47,1.02,0.8787790127396173
-0.47,1.03,0.8819462744726341
-0.47,1.04,0.8851002895418608
-0.47,1.05,0.8882412416229424
-0.47,1.06,0.8913693107721683
-0.47,1.07,0.8944846735041018
-0.47,1.08,0.897587502867744
-0.47,1.09,0.9006779685209463
-0.47,1.1,0.9037562368035414
-0.47,1.11,0.9068224708086832
-0.47,1.12,0.9098768304528578
-0.47,1.13,0.9129194725443506
-0.47,1.14,0.9159505508502575
-0.47,1.15,0.9189702161620732
-0.47,1.16,0.9219786163598532
-0.47,1.17,0.92497589647501
-0.47,1.18,0.92796219875174
-0.47,1.19,0.9309376627071151
-0.47,1.2,0.9339024251898536
-0.47,1.21,0.9368566204378108
-0.47,1.22,0.9398003801342203
-0.47,1.23,0.9427338334626705
-0.47,1.24,0.9456571071609022
-0.47,1.25,0.9485703255733609
-0.47,1.26,0.9514736107026575
-0.47,1.27,0.9543670822598438
-0.47,1.28,0.9572508577135442
-0.47,1.29,0.9601250523380646
-0.47,1.3,0.9629897792603715
-0.47,1.31,0.9658451495060377
-0.47,1.32,0.9686912720441772
-0.47,1.33,0.9715282538313345
-0.47,1.34,0.9743561998544437
-0.47,1.35,0.9771752131727904
-0.47,1.36,0.9799853949590421
-0.47,1.37,0.9827868445393699
-0.47,1.38,0.985579659432598
-0.47,1.39,0.9883639353886299
-0.47,1.4,0.9911397664258196
-0.47,1.41,0.9939072448676468
-0.47,1.42,0.996666461378519
-0.47,1.43,0.99941750499875
-0.47,1.44,1.002160463178748
-0.47,1.45,1.0048954218125135
-0.47,1.46,1.007622465270261
-0.47,1.47,1.0103416764304152
-0.47,1.48,1.0130531367108206
-0.47,1.49,1.0157569260992585
-0.47,1.5,1.0184531231833462
-0.47,1.51,1.0211418051796297
-0.47,1.52,1.0238230479621644
-0.47,1.53,1.0264969260903414
-0.47,1.54,1.0291635128361785
-0.47,1.55,1.0318228802109162
-0.47,1.56,1.0344750989910814
-0.47,1.57,1.037120238743935
-0.47,1.58,1.0397583678523565
-0.47,1.59,1.0423895535391396
-0.47,1.6,1.045013861890823
-0.47,1.61,1.0476313578808814
-0.44,-0.51,0.52996685203033
-0.44,-0.5,0.5245723260880146
-0.44,-0.49,0.5191565547952989
-0.44,-0.48,0.513719927895313
-0.44,-0.47,0.5082629176705554
-0.44,-0.46,0.5027860942479495
-0.44,-0.45,0.4972901436730611
-0.44,-0.44,0.4917758892599349
-0.44,-0.43,0.48624431682276953
-0.44,-0.42,0.48069660451659557
-0.44,-0.41,0.4751341581609667
-0.44,-0.4,0.46955865309863015
-0.44,-0.39,0.4639720838569216
-0.44,-0.38,0.45837682314056355
-0.44,-0.37,0.4527756919989559
-0.44,-0.36,0.44717204338788213
-0.44,-0.35,0.4415698617936456
-0.44,-0.34,0.43597388211393073
-0.44,-0.33,0.43038973159668775
-0.44,-0.32,0.42482409931953535
-0.44,-0.31,0.41928493842310804
-0.44,-0.3,0.4137817070366309
-0.44,-0.29,0.4083256544445293
-0.44,-0.28,0.40293015934157667
-0.44,-0.27,0.3976111266745975
-0.44,-0.26,0.3923874480177284
-0.44,-0.25,0.3872815268044862
-0.44,-0.24,0.3823198627321266
-0.44,-0.23,0.37753367740123495
-0.44,-0.22,0.3729595433386208
-0.44,-0.21,0.368639948282506
-0.44,-0.2,0.3646236839461382
-0.44,-0.19,0.36096589411884206
-0.44,-0.18,0.3577275581050523
-0.44,-0.17,0.3549741410646358
-0.44,-0.16,0.3527731478837939
-0.44,-0.15,0.351190420473221
-0.44,-0.14,0.35028526304847407
-0.44,-0.13,0.3501048625091495
-0.44,-0.12,0.3506788936811318
-0.44,-0.11,0.3520154636164677
-0.44,-0.1,0.35409944395718873
-0.44,-0.09,0.35689370209622184
-0.44,-0.08,0.360342959059322
-0.44,-0.07,0.3643793294914309
-0.44,-0.06,0.3689283234248902
-0.44,-0.05,0.3739142523075345
-0.44,-0.04,0.37926440513733156
-0.44,-0.03,0.3849118095527409
-0.44,-0.02,0.39079671406983885
-0.44,-0.01,0.39686708338426324
-0.44,0.0,0.40307842517572046
-0.44,0.01,0.4093932216518409
-0.44,0.02,0.4157801689234491
-0.44,0.03,0.4222133595510614
-0.44,0.04,0.42867148963205987
-0.44,0.05,0.43513713354311306
-0.44,0.06,0.44159610461059146
-0.44,0.07,0.44803690508936495
-0.44,0.08,0.45445026068787336
-0.44,0.09,0.4608287310106585
-0.44,0.1,0.46716638596767734
-0.44,0.11,0.4734585382889039
-0.44,0.12,0.479701523079629
-0.44,0.13,0.48589251644034126
-0.44,0.14,0.49202938632292914
-0.44,0.15,0.49811056988177377
-0.44,0.16,0.5041349725498105
-0.44,0.17,0.5101018849082792
-0.44,0.18,0.5160109141270449
-0.44,0.19,0.5218619273415748
-0.44,0.2,0.527655004818012
-0.44,0.21,0.5333904011551045
-0.44,0.22,0.5390685130954167
-0.44,0.23,0.5446898527815168
-0.44,0.24,0.5502550255062669
-0.44,0.25,0.5557647111799182
-0.44,0.26,0.5612196488770828
-0.44,0.27,0.5666206239411736
-0.44,0.28,0.5719684572165585
-0.44,0.29,0.5772639960544972
-0.44,0.3,0.5825081068005413
-0.44,0.31,0.5877016685215155
-0.44,0.32,0.5928455677715111
-0.44,0.33,0.5979406942302053
-0.44,0.34,0.6029879370746113
-0.44,0.35,0.6079881819684843
-0.44,0.36,0.6129423085723449
-0.44,0.37,0.6178511884930128
-0.44,0.38,0.6227156836043847
-0.44,0.39,0.627536644682096
-0.44,0.4,0.6323149103037905
-0.44,0.41,0.6370513059740676
-0.44,0.42,0.6417466434396644
-0.44,0.43,0.6464017201656551
-0.44,0.44,0.6510173189478118
-0.44,0.45,0.6555942076401381
-0.44,0.46,0.6601331389795982
-0.44,0.47,0.664634850492891
-0.44,0.48,0.66910006447215
-0.44,0.49,0.6735294880086423
-0.44,0.5,0.6779238130748608
-0.44,0.51,0.6822837166470103
-0.44,0.52,0.6866098608609786
-0.44,0.53,0.6909028931958388
-0.44,0.54,0.6951634466799066
-0.44,0.55,0.6993921401149423
-0.44,0.56,0.7035895783149263
-0.44,0.57,0.7077563523561118
-0.44,0.58,0.7118930398357829
-0.44,0.59,0.7160002051373782
-0.44,0.6,0.7200783996999887
-0.44,0.61,0.7241281622905854
-0.44,0.62,0.7281500192776326
-0.44,0.63,0.732144484904755
-0.44,0.64,0.7361120615635548
-0.44,0.65,0.7400532400647135
-0.44,0.66,0.743968499906598
-0.44,0.67,0.7478583095408835
-0.44,0.68,0.7517231266346286
-0.44,0.69,0.7555633983284078
-0.44,0.7,0.7593795614902558
-0.44,0.71,0.7631720429650126
-0.44,0.72,0.7669412598190758
-0.44,0.73,0.7706876195801984
-0.44,0.74,0.7744115204723602
-0.44,0.75,0.7781133516455715
-0.44,0.76,0.7817934934006684
-0.44,0.77,0.785452317408819
-0.44,0.78,0.7890901869261242
