ime,idos
-3.0,0.4327483353958659
-2.98,-0.30852516631962607
-2.96,0.09971161464258996
-2.94,-0.2503761752126018
-2.92,0.23323777383859373
-2.9,-0.02574655066177681
-2.88,-0.13972146389913673
-2.86,-0.3357088825934793
-2.84,0.3893718950395273
-2.82,0.19240497268381201
-2.8,-0.3766435146032838
-2.78,0.45155424468687094
-2.76,-0.05219841019289595
-2.74,-0.18239501294889293
-2.72,0.11339092088896692
-2.7,0.08956069082288154
-2.68,-0.25486848278902036
-2.66,0.1567213260701161
-2.64,-0.2957012593597611
-2.62,0.4509506776657134
-2.6,-0.23253569442018576
-2.58,0.04877229112397219
-2.56,-0.3110772845725917
-2.54,0.5857633848783732
-2.52,0.36424760512416626
-2.5,-0.8638720592031462
-2.48,0.588138590094423
-2.46,-0.37412272190499446
-2.44,0.5064278838480784
-2.42,-0.35774889310420827
-2.4,0.5973674405713252
-2.38,-0.5513019835370517
-2.36,0.5668779380561102
-2.34,0.45760045726294996
-2.32,-0.9416779180943564
-2.3,1.1673897384947214
-2.28,-0.7360936479904837
-2.26,0.4576942315627159
-2.24,0.07860315398032759
-2.22,0.47705126343591325
-2.2,-1.1180003175621143
-2.18,1.0335339960559977
-2.16,0.18076796089534
-2.14,-0.5059021246120201
-2.12,0.8354949414620428
-2.1,0.07875758257466975
-2.08,-0.26517424717375343
-2.06,0.1362725037319872
-2.04,-0.2231439107583716
-2.02,1.4096122568856213
-2.0,-0.8645624265441176
-1.98,-0.02621776493903541
-1.96,0.2380204043092284
-1.94,0.6918189040466979
-1.92,0.6325735365839892
-1.9,-1.378696162832017
-1.88,0.6353407470606706
-1.86,1.4226726475073708
-1.84,-0.6660712357562981
-1.82,-0.2644503674732403
-1.8,0.5058763155744601
-1.78,0.2366801098659845
-1.76,0.26177282590795004
-1.74,0.30276758748713095
-1.72,-0.5265283758669413
-1.7,1.060251594211078
-1.68,-0.23252411995968428
-1.66,0.2655713475933614
-1.64,-0.16386367915837613
-1.62,0.20495468726056906
-1.6,0.9773170587845642
-1.58,-0.5701585822557977
-1.56,0.41351245549361365
-1.54,-0.05351502342624925
-1.52,0.3213504031515813
-1.5,0.6446100797995087
