ime,idos
2.0,34.01904877603626
2.001,-34.28528107424481
2.002,0.30406270051010054
2.003,36.23763609109122
2.004,-20.385957586342226
2.005,-30.253117921397926
2.006,21.658614519617334
2.007,50.198776036403075
2.008,-121.76459047191172
2.009,104.69967104602571
2.01,-31.82411956559685
2.011,46.611144211936576
2.012,-51.352379831687074
2.013,-1.6332109766656235
2.014,-23.880295603938627
2.015,44.02095259958758
2.016,35.94986587407153
2.017,-70.49678351068371
2.018,43.42244574305558
2.019,-35.42844398660529
2.02,30.82388171585145
2.021,-49.19674540630773
2.022,134.72294664678762
2.023,-153.3164050846575
2.024,69.44891959899348
2.025,-0.6126732787891156
2.026,-45.54126266935797
2.027,20.413727592174936
2.028,65.3599125277563
2.029,-98.12970466700679
2.03,25.149111399732817
2.031,31.488066527523998
2.032,-8.363869188571632
2.033,20.5869734382846
2.034,-61.08036027241732
2.035,57.9619773524047
2.036,-8.223359669558386
2.037,-25.90384457153092
2.038,42.75787647914309
2.039,-33.31067724813471
2.04,-21.791921116879518
2.041,-4.8889446203346205
2.042,68.39303832932357
2.043,-16.501022736522824
2.044,-45.576527045561036
2.045,-22.474715886786942
2.046,132.77107818983262
2.047,-120.7969157122351
2.048,44.961067545760756
2.049,-26.866220048733588
2.05,48.78492107244464
2.051,-42.79735480547967
2.052,39.92330295118699
2.053,-53.696394616183404
2.054,3.9727381264100825
2.055,37.07750372199077
2.056,4.315833280187579
2.057,-13.792954402874297
2.058,-31.401662949933602
2.059,62.74462452123928
2.06,-67.28079221395924
2.061,39.76617275983771
2.062,13.638773655987302
2.063,-49.84062873563397
2.064,28.721776056113367
2.065,1.7149740743100723
2.066,12.287269864197821
2.067,-41.70110596347303
2.068,88.58157791248745
2.069,-116.62988351583749
2.07,87.69503415510276
2.071,-48.601185611014586
2.072,52.78248356881837
2.073,-84.87871324952543
2.074,89.97392808107753
2.075,-24.82124007252465
2.076,-9.140790800474997
2.077,-8.296373439024814
2.078,-51.049500339166194
2.079,89.84457616952916
2.08,-62.056357920262705
2.081,36.614989713727546
2.082,-31.938284649871804
2.083,43.15936866653184
2.084,-18.06374426572731
2.085,-51.17300336627105
2.086,90.41990603360539
2.087,-78.84650352630722
2.088,66.65751518035566
2.089,-51.90288617232811
2.09,-5.212493073888994
2.091,61.72664320476975
2.092,5.505792155600002
2.093,-88.0634448161982
2.094,73.29629289151436
2.095,-42.2140725981721
2.096,45.27505823339586
2.097,-49.56922327239502
2.098,70.47288022030946
2.099,-105.98996644197292
2.1,107.3108055004159
2.101,-96.10108663626107
2.102,76.39885522955775
2.103,-31.42587764774245
2.104,11.413616347936433
2.105,-30.584730813831168
2.106,84.48803012955538
2.107,-115.73998066650137
2.108,104.85543320026852
2.109,-91.78651071133123
2.11,77.5657364453037
2.111,-61.15620810517977
2.112,34.45161645617645
2.113,-28.992576092727884
2.114,29.844356408053862
2.115,2.2005392358324016
