ime,idos
-4.5,-1.1988332732481624e-6
-4.49,-1.1872399323293544e-6
-4.48,-1.1685064016444408e-6
-4.47,-1.1417153880195948e-6
-4.46,-1.1060571080971076e-6
-4.45,-1.0605627649210262e-6
-4.44,-1.0042713856998827e-6
-4.43,-9.36174388272579e-7
-4.42,-8.552381206392387e-7
-4.41,-7.604368963224999e-7
-4.4,-6.507043036092602e-7
-4.39,-5.250509002097015e-7
-4.38,-3.824786916758951e-7
-4.37,-2.220878920205239e-7
-4.36,-4.303638224664654e-8
-4.35,1.553452383876727e-7
-4.34,3.736358591061057e-7
-4.33,6.121631053124145e-7
-4.32,8.71093192794247e-7
-4.31,1.1502888276078552e-6
-4.3,1.4493406511620408e-6
-4.29,1.7674945610097266e-6
-4.28,2.103702804691968e-6
-4.27,2.4564734688224563e-6
-4.26,2.8239705888131415e-6
-4.25,3.2039783923717968e-6
-4.24,3.5938558246378004e-6
-4.23,3.990655303026141e-6
-4.22,4.391061756596028e-6
-4.21,4.791495647750986e-6
-4.2,5.188174406419365e-6
-4.19,5.577105856908296e-6
-4.18,5.954327925707969e-6
-4.17,6.317245485167073e-6
-4.16,7.417277152575217e-6
-4.15,0.00041323346342675844
-4.14,0.14220235452390287
-4.13,1.2877198472631795
-4.12,1.3110560603685295
-4.11,0.5935135524865983
-4.1,0.7057534904890599
-4.09,0.4341301305690142
-4.08,0.5397777748719527
-4.07,0.36350719792440506
-4.06,0.45093422858459375
-4.05,0.3212740549605768
-4.04,0.39346350845785266
-4.03,0.29247698318721715
-4.02,0.3519018332321891
-4.01,0.2714573995182542
-4.0,0.32056150076671297
-3.99,0.2553708065368945
-3.98,0.29515261068857546
-3.97,0.24253201355009749
-3.96,0.27340633273982945
-3.95,0.23304243767806848
-3.94,0.25967842902799093
-3.93,0.21961540808999577
-3.92,0.2454013522426239
-3.91,0.21139538148315315
-3.9,0.23364604059796268
-3.89,0.20408985421136958
-3.88,0.22325031725514144
-3.87,0.1973279970085974
-3.86,0.2138329071966981
-3.85,0.19162400841759644
-3.84,0.2062553920433438
-3.83,0.1852762499772789
-3.82,0.20040013605504028
-3.81,0.1799477251533586
-3.8,0.19490245092834613
-3.79,0.17509270093148022
-3.78,0.18984169783150012
-3.77,0.17125663094896226
-3.76,0.1866533665141607
-3.75,0.16771279324379607
-3.74,0.18491335062876768
-3.73,0.1658700586115857
-3.72,0.18541411729790927
-3.71,0.16938644619745893
-3.7,0.1967376743074335
-3.69,0.19896159745010913
-3.68,0.2969897188968307
-3.67,0.054955470038726174
-3.66,0.00021908460939563438
-3.65,7.610558220150509e-6
-3.64,0.002313346357949661
-3.63,0.1584566979868617
-3.62,0.2807320412914418
-3.61,0.1538855088172294
-3.6,0.19035241409037074
-3.59,0.13343581376699673
-3.58,0.17630467336939623
-3.57,0.12397344418828768
-3.56,0.1714561220196285
-3.55,0.11791122962904718
-3.54,0.1685757976390429
-3.53,0.11289185717705146
-3.52,0.16652734345130793
-3.51,0.1107874093994015
-3.5,0.1599157841622752
-3.49,0.11175349867268232
-3.48,0.15421691876630875
-3.47,0.11289836977525138
-3.46,0.14848809679355937
-3.45,0.11405244982521287
-3.44,0.14340577039211205
-3.43,0.11452486840230136
-3.42,0.1384405399276278
-3.41,0.11565171326631736
-3.4,0.13408008336007668
-3.39,0.11669663496367345
-3.38,0.12904614493106542
-3.37,0.11764732810391265
-3.36,0.12477958350208017
-3.35,0.11903594049150984
-3.34,0.1207529359384774
